"","distance_from_home","distance_from_last_transaction","ratio_to_median_purchase_price","repeat_retailer","used_chip","used_pin_number","online_order","fraud"
"16468",22.0604876942095,0.237817015544464,6.3913666511752,1,0,0,1,1
"207",21.9119375206544,0.726731725339331,2.2248304977811,1,0,0,0,0
"1847",3.06253898443596,0.532062372553786,2.4481724591868,1,0,0,1,0
"9242",3.07322244645492,0.795096878398862,5.32628343112439,1,0,0,1,1
"1296",1.17082999914389,0.778662010084893,0.987247700284298,0,1,0,0,0
"2002",43.3398453430422,1.3483605294706,0.750396146132818,1,1,0,1,0
"14806",29.4260401227082,4.9145330472536,4.47047450259168,1,0,0,1,1
"964",2.53460378651745,2.72077705891,0.18321063360866,1,0,0,0,0
"1368",97.1820985021478,5.25473291766294,0.872468072696181,1,0,0,0,0
"12983",256.047570479703,63.9186699361922,0.308963477619901,1,0,0,0,1
"15653",3.18205370959588,0.0506960785480981,7.66545276853143,1,0,0,1,1
"591",5.59240527329334,16.7315055630234,0.266264886527484,1,1,0,1,0
"11220",184.65849100891,0.106335940171491,4.89990241087366,1,0,0,1,1
"5479",45.676806150364,23.809229117722,0.311478168987033,1,0,0,0,0
"928",18.9084001215752,0.236206571092467,1.93908761680622,1,0,0,1,0
"8125",4.51151633443235,21.6534235012249,0.440908018169118,1,0,0,0,0
"14238",12.3895292112339,1.3748467251394,7.52485862135598,1,0,0,1,1
"13896",429.583773942722,5.92498397179398,2.48997355310365,1,0,0,1,1
"17239",132.215342286356,0.101106114438191,0.138841052930009,1,0,0,1,1
"17864",28.8497366871501,117.798872288876,3.61119415830156,1,0,0,1,1
"1403",34.1755019815843,10.7844275947502,1.52375933573137,1,0,0,1,0
"4525",59.7918583467445,4.4832161465058,2.27942144695482,1,0,0,1,0
"6522",397.441870123829,8.38391989157415,0.108155775868179,1,0,0,0,0
"11771",10.7603157596495,2.1645548853731,5.66400598743184,1,0,0,1,1
"14957",4.42573964647539,0.36108245415197,13.21581877873,1,0,0,1,1
"9419",683.48366341029,0.0797074460086136,1.01718702430388,1,0,0,1,1
"17111",143.001939053859,0.052886508803328,5.32715568965146,1,0,0,1,1
"10395",1.76777366735786,0.527425478329215,7.66698816422719,0,0,0,1,1
"11843",2.50107194268795,11.4386974859854,7.6573046847102,1,0,0,1,1
"1293",4.74658955632899,2.38082175495946,0.454980837503395,1,0,0,1,0
"1816",4.58491296678166,0.800630067514537,0.407801656606649,1,0,0,1,0
"17742",16.1261715913672,0.981866021820088,6.9475931819493,1,1,0,1,1
"14625",1.79626234343227,0.714396986279051,14.0349250522175,0,1,0,1,1
"9548",2.91041626996197,0.418971451981141,4.75675130406482,1,1,0,1,1
"15973",1.96635154408704,213.895897877077,0.78521329573272,1,0,0,1,1
"4574",54.2483467514585,11.2650970764866,0.673164721625208,1,0,0,1,0
"16589",0.891425557747972,0.856302740793009,6.90290692069844,0,0,0,0,1
"11826",0.612938063588722,0.285071585625954,4.11397067737373,0,1,0,1,1
"11598",7.08735958543667,0.566574555613512,4.60222961815904,1,0,0,1,1
"1788",0.578721419520472,3.56907035434695,0.22993202614516,0,1,0,1,0
"8474",13.426894357853,0.477583188153677,0.385925628970429,1,0,0,0,0
"3819",28.3613002016371,0.155369792786263,0.55645505298409,1,0,1,1,0
"15298",15.9791093933126,0.915444785746843,8.0375512294131,1,0,0,1,1
"2206",4.82465109211776,0.315502016547665,0.458287070798383,1,1,0,1,0
"976",10.5590683129216,0.113111713520088,0.1441380353287,1,0,0,0,0
"4850",32.1878797551241,5.59838275732344,0.73674921906423,1,1,0,1,0
"3215",11.4355480790385,0.00729212835620778,0.802939220593754,1,0,0,0,0
"895",27.8396982928895,7.25594372111615,1.11289975184446,1,1,0,0,0
"2660",3.82856783977583,0.142102068421397,0.247364837741034,1,0,0,1,0
"7169",10.620379791525,0.130000125874992,2.83224964090183,1,1,1,0,0
"2210",3.56459937610967,0.19089530417599,0.979852866697795,1,0,0,1,0
"7572",13.796889127986,0.464027212023092,0.255032935422448,1,0,0,1,0
"5172",2.95468999085945,1.74289322841511,1.92520170317972,1,1,0,0,0
"9646",32.1293853594026,1.13172852228629,7.91353549547492,1,0,0,1,1
"4195",9.28609330167753,0.0695921382565159,1.27486463152252,1,0,0,1,0
"1646",73.1969083482047,134.065439903539,0.707899540448694,1,1,0,1,0
"14647",5.90492351784829,62.5637725705829,0.95455821581754,1,0,0,1,1
"2000",0.782427472643545,0.173213397674479,0.146078590450302,0,1,0,0,0
"4221",26.8847754619088,1.55842113957063,2.1496157084879,1,1,0,0,0
"16884",4.58883788904825,142.317751898273,2.10896437313465,1,0,0,1,1
"9527",9.24080465679648,0.280138866217497,6.84075508903541,1,0,0,1,1
"8341",1.03608741532285,1.00765709664653,0.152686910861921,0,0,0,0,0
"16198",13.9387463823291,6.84618603722033,5.54174938086441,1,1,0,1,1
"14448",6.4754480706895,4.25397240384881,5.89347002628703,1,0,0,1,1
"7831",9.48783517297782,0.419675869133028,0.101348542818595,1,0,0,0,0
"12420",69.1931180888534,0.122498165890297,8.96627981717921,1,0,0,1,1
"10631",15.5901926188016,6.61826575087727,6.17986848996126,1,0,0,1,1
"17508",18.9685082500532,0.23559177721619,4.05982569789877,1,1,0,1,1
"6168",16.6807696855042,0.77369751969342,0.474566237279467,1,0,0,0,0
"8969",0.525413506482478,0.332166840599074,1.36966051286587,0,0,0,0,0
"6953",63.1156221276532,46.6528217848741,1.43213673871886,1,1,0,1,0
"14534",3.16230179884551,63.2599437549581,0.23504475748291,1,0,0,1,1
"14341",8.11169030299773,4.77867590289537,5.04454443082272,1,1,0,1,1
"1421",3.09385334775622,1.59169143185561,18.972975047613,1,1,0,0,0
"10744",1.55283850059221,0.336696567951703,8.26097207364239,0,0,0,0,1
"17839",1.33875634061935,1.85704374860552,5.16582900639857,0,1,0,1,1
"12147",3.64580644506221,0.441566660760117,5.40163380347057,1,1,0,1,1
"17123",1.19191304541117,3.4514541911361,5.02582983038986,0,0,0,0,1
"8244",16.8935725947666,0.0197656718185391,0.789030585618283,1,1,0,1,0
"823",14.0709792195672,3.77428948238963,0.581919997756993,1,0,0,1,0
"724",18.393886099292,0.930662298064468,0.351225798092728,1,0,0,0,0
"7995",91.6019974951552,9.52695779531957,3.68699720789206,1,0,0,0,0
"5606",2.13745675836609,0.533811818500433,0.927013088323423,1,0,1,1,0
"2399",9.31921754530662,3.83092138966867,1.22434713887975,1,1,0,0,0
"17135",37.4658658263435,2.01515700826958,4.90395260238321,1,1,0,1,1
"8326",48.4755972885559,21.7203790477405,2.51642174771057,1,1,1,0,0
"15379",39.0629973819643,0.0940203030671524,12.3953786249659,1,1,0,1,1
"16566",11.0665396326468,4.47680380804407,7.1904685195184,1,1,0,1,1
"13835",0.744069809147511,3.52184742494627,4.08742272526391,0,0,0,1,1
"10368",0.19183167650168,10.2736076195733,12.734205052422,0,0,0,0,1
"4778",1.10332266713082,10.6737638385321,2.37439911848654,0,0,0,1,0
"11824",8.22614699947959,1.26938937589737,4.98921106904019,1,1,0,1,1
"10000",21.6267667348513,0.0672131768034705,4.37360278046266,1,0,0,1,1
"15456",57.4534332689284,0.730743264030951,4.0618085120806,1,0,0,1,1
"14496",5.54528564761349,1.15808048501401,12.9139258320951,1,1,0,1,1
"8014",13.0986192250706,0.341006917719377,1.41559327410488,1,0,0,0,0
"13271",5.18659138013279,30.4916194356355,10.7065579562117,1,0,0,1,1
"7570",17.5033505141857,0.509503064495574,0.326014819365554,1,0,0,1,0
"15508",7.17034569503279,3.82096056995309,12.9888625148009,1,1,0,1,1
"17809",18.4359526452932,3.92455554394784,5.33801598503619,1,1,0,1,1
"5954",38.3022821304522,0.0637938405689311,1.21530087867419,1,1,1,0,0
"9927",271.750799806897,1.17736514818854,6.73854922630235,1,0,0,1,1
"12932",3.22205103148362,1.5324211042988,4.14431618033034,1,0,0,1,1
"6629",9.89355945087687,0.501952717415249,0.302978065925429,1,1,0,1,0
"5840",9.60761836777885,0.381509775343868,1.70618747519247,1,1,0,1,0
"11577",9.63067689714441,1.47732436158675,5.90649490888157,1,1,0,1,1
"37",5.44492650991148,6.156181757446,1.80672978227257,1,0,0,1,0
"9986",9.74109158083881,182.358035920865,0.544279940019166,1,0,0,1,1
"17831",4.62720661577549,0.708524674501255,7.55527109933522,1,0,0,1,1
"480",9.78824172765717,0.376469369492476,2.11931618454465,1,1,0,1,0
"3719",6.55620292997054,1.2488837210185,17.3627685916153,1,0,0,0,0
"11773",106.647148406037,0.615152761206644,0.209710181412825,1,0,0,1,1
"1626",25.1714418196778,6.77665701585624,3.36422807468602,1,0,0,1,0
"13679",7.6658392614071,0.758392421667586,8.02435036457109,1,0,0,1,1
"11451",22.4174786453754,0.0622510986988632,4.198912439916,1,0,0,1,1
"14041",1.53364015463834,15.6565314705913,18.6178059415741,0,1,0,1,1
"8331",9.90928628704522,25.6248646928513,0.72100490476841,1,0,0,0,0
"6962",36.7556068006769,5.28494445933931,0.883370345399793,1,0,0,0,0
"1017",14.2065849249372,0.114909793154282,1.08346822189442,1,1,1,0,0
"5192",14.0638649293534,0.150081211177477,0.324066391141333,1,0,0,1,0
"10653",15.9153237039273,25.2441591604024,4.77898360794263,1,0,0,1,1
"8835",25.2872954766364,2.50353380732411,2.57133324550792,1,1,0,1,0
"10775",18.6949464397651,0.0939514372541129,9.61530897665146,1,0,0,1,1
"5650",66.7480062775742,0.95238758925221,2.95427246542318,1,0,0,1,0
"4427",1.3140734793553,16.005313866736,0.457830520900716,0,0,0,0,0
"963",11.9545164037658,3.08677480561435,1.6941559117676,1,1,0,1,0
"10116",238.980321913958,0.571837276098413,1.25875082561432,1,0,0,1,1
"17167",65.7205445891424,1.05912223434397,10.754261947256,1,0,0,1,1
"1938",4.4505318911296,1.05508724094637,0.277914354619097,1,0,0,1,0
"10211",10.7840626503486,0.0923121102148524,8.78335120119073,1,0,0,1,1
"10961",1.69314318960748,0.348819007385897,11.1916117311115,0,1,0,1,1
"14125",292.229755973203,0.235290779626113,2.59214511213242,1,0,0,1,1
"17153",4.11521401946141,0.896146399653823,11.3740389513584,1,1,0,1,1
"12292",2.49400914244915,2.05123671696486,4.18156276303586,1,0,0,1,1
"2736",8.33323646002218,0.343897680140902,0.761102284327571,1,0,0,1,0
"16203",1643.57192227168,3.15431449272972,13.3771024120448,1,0,0,0,1
"2309",38.045034026442,1.91588887302954,1.0061250103673,1,0,0,1,0
"7895",1.36086011841768,0.614816634797306,0.250642338318864,0,1,0,1,0
"1102",2.48009812673748,3.77610168815923,0.262117109328557,1,0,0,1,0
"9068",4.62166775170137,2.34251366732037,0.203068764563268,1,0,0,1,0
"6581",4.23855896789429,0.645840407418446,0.0928568246587575,1,1,0,1,0
"8873",16.3135705270997,1.19751149840817,1.70192912902097,1,1,1,0,0
"1673",9.00457262320348,0.290759536428809,5.05432097574228,1,0,0,0,0
"6006",1.95328840816007,1.65212087651228,0.986402165500448,1,0,0,1,0
"1384",12.1022041617628,0.144853004592285,0.402649121037399,1,0,0,1,0
"10365",308.075396180711,10.6186421503638,1.08517556559931,1,0,0,1,1
"13156",11.0705565388305,0.270012279465742,8.17142828923923,1,1,0,1,1
"4393",15.0823836316316,1.05653681862324,1.24412782146842,1,0,0,1,0
"38",99.1782752745071,0.316162767369157,1.30582306871819,1,1,0,1,0
"12472",5.0243855212931,0.0903449132794149,11.3679016088101,1,0,0,1,1
"3501",2.65973760998373,0.318860632298527,0.20717572608673,1,1,0,0,0
"5386",1.81201645027677,4.59044831400005,1.35872991943622,0,1,0,1,0
"7625",16.6634098437367,13.45299187138,1.3813618304647,1,1,0,1,0
"2015",1.21833085018834,0.821357147734228,0.196434139935091,0,1,0,1,0
"16222",11.8947279363291,0.393444071410841,9.26833411063058,1,0,0,1,1
"8595",7.81177815576428,0.116046362469323,0.0669050061511297,1,0,0,0,0
"2993",4.58694558520099,0.246681065424514,1.21190856245316,1,0,0,0,0
"14519",1.26328226276457,0.257779577168866,9.46159413573503,0,0,0,1,1
"795",58.0929849636627,1.70766633332733,0.402212383615166,1,1,0,0,0
"2605",14.374394105105,5.95349689852143,1.68393821706988,1,0,1,0,0
"2618",8.78011848341564,6.82472779569559,1.44758883158875,1,1,0,0,0
"360",2.70366927720617,5.56044141828982,1.17736092415125,1,0,0,1,0
"598",12.8067989962085,0.0410052054970644,11.7727630359553,1,0,0,0,0
"9250",13.8720727203727,0.256769430745548,14.2205366873502,1,1,0,1,1
"5721",0.980155271926416,1.87355106677754,1.15080822966617,0,0,0,1,0
"7797",1.02128147809946,1.59427401741013,0.1015134887382,0,0,0,1,0
"12935",197.981252897308,0.861633447260724,1.3259832360436,1,0,0,1,1
"12694",11.2749084718639,50.9148985763411,0.456554155344209,1,0,0,1,1
"3253",8.41020071446459,0.0929845455501337,0.845207282617937,1,1,1,1,0
"11400",126.421719151484,0.395287543307458,1.01499463382871,1,0,0,1,1
"3629",181.786539070734,5.89709082589312,1.85094368103361,1,1,1,0,0
"7839",3.57927226949228,0.0850972107080169,0.0951683359919588,1,0,0,0,0
"1346",25.3928834635393,0.41392827258982,0.550117248517847,1,0,0,1,0
"17410",29.1814027334939,0.858367865464761,41.9067035295877,1,1,0,1,1
"12877",112.991162782984,0.279386997609255,0.896254607705942,1,0,0,1,1
"4353",21.9905714096762,0.186544238263814,3.46131744618939,1,1,1,1,0
"11565",3.20772691143658,0.115078796958276,9.91251639496937,1,0,0,1,1
"818",55.9380312294443,36.8867067278128,0.563445769349749,1,0,0,0,0
"15713",27.3878572938397,0.944685040706353,5.32549479270532,1,1,0,1,1
"13234",10.5840452540997,0.0084262805579423,4.21711267975445,1,0,0,1,1
"15626",24.458711828326,2.97809273219876,18.5489224866233,1,1,0,1,1
"1561",2.39516753490506,3.3365022354104,1.52367470842719,1,0,0,1,0
"11342",150.274307297031,0.279594562669918,3.43456333986668,1,0,0,1,1
"7106",32.1328075532202,0.0861117915681403,1.16302824743001,1,0,0,1,0
"14068",52.0438328262623,84.0757204707386,0.287779226161433,1,0,0,1,1
"5155",6.24564287815173,0.54313557836498,0.256456376612887,1,1,0,1,0
"7290",6.15885631536101,1.32843205537749,7.788561859598,1,0,0,0,0
"13872",9.02976613650703,2.0235409962976,6.1801610297861,1,0,0,1,1
"369",1.58574031370206,0.620014087883027,1.4063943528042,0,1,1,1,0
"16872",5.77714645957594,0.443913647113946,9.71835240980614,1,1,0,1,1
"7501",49.1958028731978,1.22089690395973,0.688286822686383,1,0,0,1,0
"3173",6.56399615091504,2.21291147377168,0.28921887426282,1,1,0,1,0
"1741",10.4320111218387,0.748745585413815,0.335499524959015,1,1,0,1,0
"7280",5.7896524025547,0.126807208272094,0.747006727743811,1,1,0,0,0
"4819",1.4806925828424,0.160234326430594,0.652353825140523,0,0,0,0,0
"2988",4.64391323152261,0.767548377060911,1.24823513686877,1,0,0,1,0
"13057",161.480063013677,7.32813481085288,1.32696992260444,1,0,0,1,1
"12927",101.26925487035,0.0175747635304755,0.31310333278326,1,0,0,1,1
"10900",6.28890446354926,0.0276249325864186,5.63009458842761,1,1,0,1,1
"16425",7.18744048038875,5.86393392806614,5.01041923542902,1,0,0,1,1
"781",93.1360114846914,4.20038114722761,2.82179201277814,1,1,0,1,0
"15415",15.4039610960947,0.396072037942675,4.42555014794481,1,0,0,1,1
"11561",7.7215413163708,2.21032970610374,5.15073046237976,1,0,0,1,1
"1785",5.02021530914868,1.4321678779132,2.41310612445708,1,1,0,1,0
"380",4.48455527412318,1.79457891964042,0.380824583329724,1,0,1,1,0
"6343",50.8463058308722,3.40035333791273,2.13700924975956,1,1,0,1,0
"16553",1.74269109930294,0.719003400909781,5.95219333816389,0,0,0,1,1
"3519",39.8217304344858,2.18442146736662,0.823136375066651,1,1,0,0,0
"10131",7.60115157851579,12.9336515661516,5.36330383828115,1,1,0,1,1
"164",92.8847881530715,0.0758958918228778,2.6156888332358,1,1,0,1,0
"11535",185.004007153032,55.8270353460828,0.459675877436759,1,0,0,1,1
"14982",84.020465821761,0.954227513917011,5.28811863168784,1,0,0,1,1
"723",24.0557899725257,0.0786005504120493,0.211318149732223,1,0,0,1,0
"2308",7.23927510631751,0.110378657505786,1.26418738835873,1,0,0,1,0
"16703",225.703071179803,4.63943540971765,1.45030775014566,1,0,0,1,1
"3957",55.889596925915,0.360870864908368,1.1307169504446,1,1,0,0,0
"4407",36.4494311573543,0.948590295364603,1.19307629884105,1,0,0,1,0
"17165",9.36683852645399,0.93947055288572,6.13614958735212,1,1,0,1,1
"11379",246.570547932369,0.633735287983784,4.71376556076486,1,0,0,0,1
"14033",52.8399060871916,0.191423643259646,6.18686843277303,1,0,0,1,1
"9957",39.4266989848065,0.562676975085827,5.29318798850362,1,0,0,1,1
"3026",9.7579080922708,0.705432899055471,1.5705638671931,1,0,0,1,0
"13820",3.8186570087026,13.7144491806825,10.6660278263149,1,0,0,1,1
"6367",4.03276307438828,6.52596967142445,0.533502453594374,1,0,0,1,0
"14485",5.44869001642929,7.483869298863,6.14012518907338,1,1,0,1,1
"10803",44.2090002058045,31.5026574497879,6.10547019469772,1,0,0,1,1
"14435",6.44818103601484,1.10348759630907,9.18820202321855,1,0,0,1,1
"2882",7.73555588427861,3.09064325433424,0.435518789791619,1,1,0,1,0
"3301",16.0785337723362,0.381922811161441,2.57866718429942,1,0,0,1,0
"15786",119.273991888756,0.544207336816684,0.622320576449024,1,0,0,1,1
"12258",72.770757796983,0.871280571840627,4.85917311136682,1,0,0,1,1
"17228",49.1699880552771,0.927485553687891,10.836145641108,1,1,0,1,1
"17702",3.46117858141024,0.243460281859421,4.37123950985067,1,1,0,1,1
"13367",3.938535273286,6.68214749716843,4.85707399406134,1,0,0,1,1
"11077",11.9410781615559,2.06161648326652,5.52255921783625,1,1,0,1,1
"15647",21.1444432215581,89.0399250984873,1.27653265889384,1,0,0,1,1
"13249",220.127243021067,0.902818958816211,4.57848419625199,1,1,0,1,1
"11187",11.5250309830285,0.696836093315987,4.15758558666141,1,0,0,1,1
"15595",18.0114068342668,0.752036003094105,5.53282228837445,1,1,0,1,1
"5417",20.5389909150648,0.868443793080024,0.276244929502873,1,0,0,1,0
"15074",240.541178332629,1.30024148343625,1.22705110625071,1,0,0,1,1
"7541",7.59463044100416,0.124224545127165,1.25487252112555,1,0,1,0,0
"12489",38.8319944558336,1.50757092810204,4.3429463090135,1,1,0,1,1
"3634",8.17338021719713,0.0763230561021101,0.314971885025327,1,0,0,0,0
"2336",2.7743175700194,15.0913780354989,0.708236043731709,1,1,0,1,0
"5719",4.44798145808796,9.27072187357699,0.147471058118843,1,0,0,0,0
"11669",17.4733126896111,4.04662425912284,4.18675329423898,1,0,0,1,1
"6183",1.34505678490844,4.52870807667707,0.380721094416851,0,0,1,1,0
"10209",11.5008201072965,8.80165836901506,5.19022923078813,1,1,0,1,1
"9268",238.837266259082,1.1076453751195,1.56015321791217,1,0,0,1,1
"6434",29.467757983172,1.0863991796958,3.16515100270292,1,0,0,1,0
"1959",39.9724388303981,1.81334290537637,2.75541725164567,1,1,0,1,0
"14231",6.40780601208992,7.86419582942557,22.8746180602196,1,0,0,1,1
"17090",16.2177627861425,2.74433023289186,11.2930390019069,1,1,0,1,1
"2164",2.39772230364775,9.90485221486013,0.756029178717822,1,0,0,0,0
"664",13.6320155347462,0.468055071985623,1.54210607248776,1,1,0,1,0
"4988",327.480630338669,7.2147048014318,0.498185327272099,1,0,1,0,0
"15784",23.7587427657298,78.6476953600651,3.89963461383605,1,0,0,1,1
"10618",3.8361228808698,3.51729400865941,11.8477477250556,1,0,0,1,1
"3551",3.24929041163009,17.5655135830848,0.986499412192615,1,0,0,1,0
"16572",8.37202095617129,0.0619076950377205,4.04647033213007,1,0,0,1,1
"13902",3.19086532929994,14.6871015816249,8.49139494469845,1,0,0,1,1
"15519",115.195836896952,2.56635228061632,1.16055576759556,1,0,0,1,1
"9228",146.000990748073,0.0670402271775881,0.201093563232816,1,0,0,1,1
"3502",30.266775378727,0.0397775964554533,0.420852282288146,1,1,0,0,0
"7438",4.75410646462757,0.0588195241321091,0.338019050889446,1,0,0,1,0
"944",6.55560299975056,9.86068707272211,2.1837694663525,1,0,0,1,0
"14278",3.95709853794251,0.747513614714582,14.1178364163739,1,0,0,1,1
"13633",10.0536411228266,0.126211285950767,6.88601480361586,1,0,0,1,1
"17731",6.79728034734379,74.3279276529956,2.18964894705327,1,0,0,1,1
"667",25.8919452432537,3.50101309274907,0.375747699213192,1,1,0,0,0
"17683",39.8932896436695,0.918517469696397,5.7321280649899,1,0,0,1,1
"9225",2.52886759305507,2.64628017802947,5.53975911729075,1,0,0,1,1
"2624",12.0154815264735,0.0181892098346265,0.586619880879452,1,0,0,1,0
"4779",3.97791092421305,0.0693620893957693,2.07657595868913,1,0,0,1,0
"3623",4.79651406610727,0.122093004890771,1.1438612066795,1,0,0,0,0
"6211",27.6851034177148,18.2327339034239,2.3125164585362,1,0,0,1,0
"418",6.58987931210473,0.495447974839303,0.148226268071662,1,1,0,1,0
"10802",5.64399297971431,0.271866604796293,5.93694821771908,1,0,0,1,1
"2485",25.14318356057,0.568171493692284,1.48225276556956,1,0,0,1,0
"8277",5.04651135021372,0.583469946746832,2.04370611604759,1,0,0,0,0
"378",10.7479287736542,3.1178809956962,2.36076275312417,1,0,0,0,0
"17066",2.17399351201971,104.61890502208,4.24883964516778,1,0,1,1,1
"13847",9.56794669733439,3.0339200727016,4.04040811951855,1,0,0,1,1
"2822",18.8106277235231,4.25364038132586,3.98270093964148,1,0,0,1,0
"10282",372.627356396032,0.219125207169514,2.11856431190647,1,0,0,1,1
"11186",19.3364852826768,11.4233095979368,4.42481507368997,1,1,0,1,1
"7351",17.2563218451221,0.435190865923302,1.92426525256958,1,0,1,0,0
"9542",6.34524545096764,1.76780465310844,4.99348279975246,1,1,0,1,1
"9728",5.72070978548254,2.7553703443402,7.42417026878988,1,0,0,1,1
"434",9.02331584267814,0.0242040755075446,0.820656579878616,1,0,0,1,0
"179",13.0835340139717,0.0763476454293569,1.42550295476302,1,1,0,1,0
"4420",8.65631446853637,32.6953314432003,0.627316861450015,1,0,0,1,0
"6219",0.114341419372955,0.179757027720575,0.94799265178224,0,1,0,1,0
"3134",55.4877471213285,0.830753981936163,4.71487658559368,1,1,0,0,0
"3369",55.9116904251259,71.2613827575255,1.01601774645645,1,1,0,0,0
"15605",6.91352055837028,1.40696367614872,5.52069862966131,1,1,0,1,1
"3279",14.067363670161,7.80572122158187,1.20980383140869,1,1,0,1,0
"17634",15.5038795544112,3.7074831075772,5.54381074728153,1,0,0,1,1
"10659",11.419503965399,0.393138899231051,4.91399190343025,1,0,0,1,1
"8829",18.1442493900405,2.36889506910352,6.10224055277434,1,0,1,1,0
"7730",1.75693054786781,3.08725031786039,0.619242062329234,0,0,1,1,0
"6809",7.47028789511516,0.0654640042027183,0.0324630197618488,1,1,0,1,0
"8247",17.7643449358464,4.98766502638053,0.817852711100714,1,0,0,0,0
"15811",7.45562442858638,0.535959806247526,12.0349680663781,1,0,0,1,1
"11155",3.08385194456126,2.49290061972547,6.04009779374395,1,0,0,1,1
"15751",212.287474534729,0.259435891265867,7.34818640373303,1,0,0,1,1
"5934",2.15604451434916,0.0532134468970253,1.00569163510543,1,0,0,0,0
"10833",1.2233198278241,0.181061953081915,5.65948302503704,0,0,0,1,1
"3626",4.67625105706532,3.74439214102237,0.798066490322499,1,0,0,1,0
"7374",72.3093800948933,1.59244701935938,0.530167870959085,1,1,0,0,0
"15768",1.49429317678923,11.5989062143054,4.63948446098849,0,0,0,1,1
"3960",1.27007880541789,0.782258131866103,1.75967425965388,0,1,1,1,0
"15818",5.49522599145763,0.127709706549912,4.39518606796367,1,0,0,1,1
"3410",25.5839732315937,0.4188171816947,0.670626465650506,1,1,0,1,0
"8291",23.5615201223304,10.2018230738276,2.14045201641536,1,1,0,0,0
"17445",3.32572076876124,0.106367144948393,4.43304568600906,1,1,0,1,1
"16782",358.09883208292,1.11624167873283,1.19386798956435,1,0,0,1,1
"1895",5.58880843063547,14.0437339569818,0.179254704018092,1,1,0,1,0
"4933",3.9604081479662,6.3467089579188,3.39279233539455,1,1,1,1,0
"7602",2.52144967202236,8.07259929152003,2.58754924053184,1,1,0,1,0
"2861",127.59871423178,0.774899740041491,0.316387330982167,1,0,0,0,0
"12141",135.539483160258,0.254736012789406,0.799775505386536,1,0,0,1,1
"1812",26.6210952315452,0.138757341879448,0.423446326582403,1,1,0,1,0
"1019",87.7910430981491,0.573652274244647,1.8680425464217,1,0,0,1,0
"14240",43.9151331469823,0.834760023229879,6.44600525637493,1,0,0,1,1
"9875",40.1126279849255,0.103785904455355,8.80013668856676,1,0,0,1,1
"35",6.24393826320643,7.59673853224171,0.585692063443525,1,0,0,1,0
"1425",14.164919338783,0.0333705630281146,3.22005678333918,1,0,0,1,0
"411",70.8493501490764,0.129715352090684,0.428632052780259,1,0,0,1,0
"5816",1.57137970883906,9.52972242492188,3.36440889346376,0,0,0,1,0
"6718",3.74495229871578,0.808107430415087,0.252512000167474,1,0,0,0,0
"3132",13.1302763226163,0.743534478218187,0.0999612968917821,1,0,0,1,0
"5109",8.62536396954782,1.13583676127753,0.206140773997466,1,0,0,0,0
"12924",296.967575425162,0.108673851293907,17.8594463565967,1,1,0,1,1
"7089",116.614407085517,0.521131595535539,1.20191762987791,1,1,0,1,0
"17089",1.80868727829143,8.01358602740718,4.30769870055359,0,0,0,1,1
"3979",45.5841364369617,4.18050589220458,3.63089881835399,1,0,0,1,0
"10185",1.92776637677488,0.0623308656615335,7.46608160300214,1,1,0,1,1
"16338",2.54223092602062,2.04466387800658,4.66937384396663,1,0,0,1,1
"3485",5.103620900475,0.166467330707005,0.921449640999836,1,1,0,1,0
"14100",150.878052307136,1.18470080705137,1.48600802748723,1,0,0,1,1
"1805",10.5904741375237,6.41412485641829,2.7876106267719,1,0,0,1,0
"552",6.84917146638189,2.66724072968226,0.457745162736376,1,1,1,1,0
"12817",176.346118625915,3.58266915962841,1.91361419628979,1,0,0,1,1
"6154",32.4908937037084,0.469615211034888,0.735941186466748,1,1,0,1,0
"7664",26.2722797699941,5.38944022391394,2.19748733887385,1,0,0,0,0
"16695",50.8918582871273,0.1090604292358,5.83969223915881,1,0,0,1,1
"11171",12.1383553334017,0.999217598505362,6.87345216656745,1,1,0,1,1
"1032",2.91711510087211,2.8136239037113,0.842328952969436,1,1,0,1,0
"3965",6.49487692735515,1.04256752056085,0.569494601860182,1,1,0,1,0
"511",4.58681097506982,0.0547655633416585,0.639137969191645,1,0,0,1,0
"7028",21.3579342153965,11.8117813171758,2.84380921109658,1,0,0,0,0
"1001",8.1752537427787,0.749538108132763,0.229688582887399,1,0,1,0,0
"14114",33.1460810696262,11.1807495569371,4.88561720875489,1,0,0,1,1
"11435",2.92403379738195,0.312745689037622,4.76208069369461,1,0,0,1,1
"7407",3.64154960803324,1.28502544385424,0.161202135817811,1,1,0,0,0
"3395",11.2497315895359,1.99875483976196,0.118381187395029,1,1,1,0,0
"5785",4.47441283802733,0.297108138897521,0.21622721457257,1,1,0,1,0
"9497",6.39773688089093,0.170583446494817,5.12734748425168,1,0,0,1,1
"11537",30.7291980929828,147.870573089957,1.37150717827086,1,0,0,1,1
"16940",46.1016276644603,0.699882599516768,11.1333858603,1,1,0,1,1
"8075",4.30521540551774,2.49979040251826,0.592237102325127,1,1,0,0,0
"238",23.7819639536942,0.367096513176313,0.50633179904369,1,0,0,1,0
"5648",4.64251630727703,0.174638827224317,5.60051902724321,1,0,0,0,0
"16400",17.9712105888376,0.0921140053832402,5.98058715813327,1,0,0,1,1
"10582",11.6745882798306,0.224772169657146,4.17518343708427,1,0,0,1,1
"2416",18.9543853169817,0.109762533390563,5.86185916383207,1,1,0,0,0
